Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-1869,2023-11-13,2023-11-16,Second Class,CUS-1474,Customer_58,Corporate,Central,Furniture,Desk,Desk - Furniture,1131.06,3,0.0,260.19
ORD-1870,2023-07-29,2023-08-01,Standard Class,CUS-1867,Customer_40,Corporate,East,Office Supplies,Pens,Pens - Office Supplies,417.02,5,0.0,200.43
ORD-1871,2023-07-28,2023-08-03,Second Class,CUS-1528,Customer_370,Consumer,Central,Furniture,Bookshelf,Bookshelf - Furniture,757.76,2,0.0,95.1
ORD-1872,2022-12-07,2022-12-08,First Class,CUS-1558,Customer_134,Consumer,South,Furniture,Table,Table - Furniture,1709.72,4,0.2,291.27
ORD-1873,2022-04-18,2022-04-25,Same Day,CUS-1127,Customer_326,Corporate,Central,Furniture,Cabinet,Cabinet - Furniture,2051.69,3,0.05,417.86
ORD-1874,2024-07-03,2024-07-06,First Class,CUS-1591,Customer_134,Corporate,Central,Technology,Printer,Printer - Technology,1199.66,1,0.15,226.74
ORD-1875,2023-02-25,2023-03-02,Second Class,CUS-1797,Customer_185,Consumer,East,Furniture,Cabinet,Cabinet - Furniture,537.51,3,0.0,88.99
ORD-1876,2023-12-20,2023-12-22,First Class,CUS-1044,Customer_472,Corporate,West,Office Supplies,Paper,Paper - Office Supplies,477.38,8,0.05,182.76
ORD-1877,2023-01-06,2023-01-13,Standard Class,CUS-1594,Customer_228,Consumer,South,Technology,Monitor,Monitor - Technology,3449.05,3,0.1,1067.55
ORD-1878,2023-01-06,2023-01-07,Same Day,CUS-1985,Customer_14,Consumer,North,Office Supplies,Staplers,Staplers - Office Supplies,262.04,5,0.15,92.81
ORD-1879,2024-01-13,2024-01-18,First Class,CUS-1814,Customer_35,Corporate,Central,Furniture,Bookshelf,Bookshelf - Furniture,1463.89,4,0.05,343.64
ORD-1880,2023-12-28,2023-12-31,Same Day,CUS-1607,Customer_26,Home Office,South,Furniture,Cabinet,Cabinet - Furniture,204.9,1,0.05,26.87
ORD-1881,2023-09-27,2023-09-29,Same Day,CUS-1408,Customer_424,Consumer,Central,Office Supplies,Binders,Binders - Office Supplies,7.89,1,0.1,2.19
ORD-1882,2022-02-01,2022-02-05,First Class,CUS-1616,Customer_348,Home Office,North,Furniture,Bookshelf,Bookshelf - Furniture,1558.99,4,0.0,204.27
ORD-1883,2024-03-03,2024-03-05,Second Class,CUS-1176,Customer_383,Corporate,East,Technology,Monitor,Monitor - Technology,656.51,2,0.0,216.19
ORD-1884,2023-03-16,2023-03-23,Same Day,CUS-1502,Customer_270,Consumer,North,Technology,Mouse,Mouse - Technology,1156.51,1,0.15,200.61
ORD-1885,2023-11-30,2023-12-05,Same Day,CUS-1011,Customer_404,Home Office,North,Furniture,Bookshelf,Bookshelf - Furniture,332.06,3,0.0,47.25
ORD-1886,2022-08-20,2022-08-23,Standard Class,CUS-1520,Customer_24,Corporate,East,Technology,Mouse,Mouse - Technology,3448.96,3,0.0,688.37
ORD-1887,2024-11-04,2024-11-08,First Class,CUS-1572,Customer_488,Consumer,South,Technology,Keyboard,Keyboard - Technology,70.74,1,0.15,10.06
ORD-1888,2024-09-03,2024-09-08,Same Day,CUS-1306,Customer_335,Corporate,East,Technology,Keyboard,Keyboard - Technology,210.19,1,0.0,68.07
ORD-1889,2024-08-07,2024-08-09,Second Class,CUS-1336,Customer_341,Home Office,North,Furniture,Bookshelf,Bookshelf - Furniture,181.44,1,0.0,44.5
ORD-1890,2023-07-17,2023-07-19,Standard Class,CUS-1178,Customer_332,Consumer,Central,Office Supplies,Paper,Paper - Office Supplies,463.57,5,0.05,206.65
ORD-1891,2023-07-28,2023-08-04,Same Day,CUS-1024,Customer_487,Corporate,West,Technology,Printer,Printer - Technology,659.38,1,0.0,180.92
ORD-1892,2023-10-17,2023-10-22,Standard Class,CUS-1564,Customer_84,Consumer,North,Office Supplies,Pens,Pens - Office Supplies,175.11,9,0.0,62.53
ORD-1893,2023-06-30,2023-07-04,Second Class,CUS-1654,Customer_430,Corporate,Central,Technology,Monitor,Monitor - Technology,2202.17,3,0.0,689.66
ORD-1894,2024-07-07,2024-07-11,First Class,CUS-1463,Customer_15,Consumer,Central,Technology,Monitor,Monitor - Technology,251.56,2,0.0,87.68
ORD-1895,2022-08-22,2022-08-29,Same Day,CUS-1646,Customer_373,Consumer,East,Office Supplies,Folders,Folders - Office Supplies,606.0,9,0.15,204.53
ORD-1896,2022-07-16,2022-07-21,Second Class,CUS-1709,Customer_299,Consumer,South,Office Supplies,Pens,Pens - Office Supplies,95.49,4,0.0,47.73
ORD-1897,2024-01-27,2024-01-29,Second Class,CUS-1912,Customer_63,Corporate,South,Technology,Laptop,Laptop - Technology,1228.76,3,0.0,188.9
ORD-1898,2023-02-11,2023-02-13,First Class,CUS-1670,Customer_45,Home Office,Central,Technology,Laptop,Laptop - Technology,3073.37,3,0.0,708.65
ORD-1899,2024-03-23,2024-03-26,Standard Class,CUS-1793,Customer_279,Consumer,East,Office Supplies,Folders,Folders - Office Supplies,259.55,6,0.0,103.67
ORD-1900,2024-11-19,2024-11-21,Second Class,CUS-1313,Customer_147,Consumer,East,Technology,Keyboard,Keyboard - Technology,530.85,1,0.15,157.31
ORD-1901,2023-04-07,2023-04-13,Second Class,CUS-1770,Customer_371,Home Office,Central,Furniture,Table,Table - Furniture,171.56,1,0.15,27.32
ORD-1902,2023-07-18,2023-07-22,First Class,CUS-1416,Customer_166,Corporate,East,Furniture,Bookshelf,Bookshelf - Furniture,2322.92,4,0.1,278.52
ORD-1903,2024-03-13,2024-03-16,First Class,CUS-1440,Customer_497,Home Office,West,Office Supplies,Binders,Binders - Office Supplies,363.0,8,0.0,128.14
ORD-1904,2022-04-08,2022-04-13,Same Day,CUS-1077,Customer_226,Corporate,South,Office Supplies,Pens,Pens - Office Supplies,118.55,5,0.05,38.92
ORD-1905,2022-06-11,2022-06-12,Second Class,CUS-1186,Customer_437,Home Office,South,Technology,Monitor,Monitor - Technology,2124.97,2,0.05,469.19
ORD-1906,2022-08-31,2022-09-06,First Class,CUS-1174,Customer_4,Home Office,Central,Furniture,Table,Table - Furniture,353.49,3,0.0,47.07
ORD-1907,2022-11-18,2022-11-21,Same Day,CUS-1906,Customer_432,Consumer,North,Office Supplies,Paper,Paper - Office Supplies,55.99,3,0.0,25.85
ORD-1908,2024-06-29,2024-06-30,Same Day,CUS-1299,Customer_170,Home Office,South,Furniture,Desk,Desk - Furniture,321.72,2,0.0,41.25
ORD-1909,2022-10-23,2022-10-24,Second Class,CUS-1331,Customer_227,Corporate,South,Furniture,Table,Table - Furniture,363.34,1,0.0,86.12
ORD-1910,2024-09-03,2024-09-07,Second Class,CUS-1874,Customer_424,Consumer,East,Technology,Mouse,Mouse - Technology,1091.87,1,0.15,264.33
ORD-1911,2022-12-30,2023-01-03,Second Class,CUS-1164,Customer_368,Home Office,Central,Furniture,Desk,Desk - Furniture,2074.97,3,0.05,401.59
ORD-1912,2024-04-28,2024-05-03,Same Day,CUS-1663,Customer_188,Corporate,East,Furniture,Cabinet,Cabinet - Furniture,2428.38,4,0.05,305.01
ORD-1913,2024-06-25,2024-06-30,First Class,CUS-1987,Customer_291,Consumer,South,Office Supplies,Paper,Paper - Office Supplies,25.2,2,0.0,10.54
ORD-1914,2023-06-19,2023-06-25,Same Day,CUS-1760,Customer_175,Home Office,Central,Furniture,Desk,Desk - Furniture,2128.9,4,0.1,329.76
ORD-1915,2024-04-30,2024-05-02,Second Class,CUS-1981,Customer_304,Home Office,South,Technology,Laptop,Laptop - Technology,590.74,2,0.0,175.99
ORD-1916,2023-07-13,2023-07-19,First Class,CUS-1904,Customer_401,Corporate,East,Technology,Monitor,Monitor - Technology,261.27,2,0.0,52.83
ORD-1917,2024-12-06,2024-12-11,Second Class,CUS-1269,Customer_428,Home Office,South,Office Supplies,Binders,Binders - Office Supplies,186.1,5,0.0,66.2
ORD-1918,2024-05-23,2024-05-29,First Class,CUS-1308,Customer_227,Consumer,Central,Furniture,Bookshelf,Bookshelf - Furniture,1290.69,3,0.05,257.29
ORD-1919,2024-05-13,2024-05-15,Same Day,CUS-1939,Customer_232,Corporate,West,Technology,Laptop,Laptop - Technology,1818.45,3,0.0,550.74
ORD-1920,2023-09-07,2023-09-09,Same Day,CUS-1154,Customer_78,Consumer,Central,Furniture,Cabinet,Cabinet - Furniture,372.08,2,0.0,59.64
ORD-1921,2022-10-16,2022-10-17,Standard Class,CUS-1805,Customer_330,Home Office,North,Technology,Monitor,Monitor - Technology,793.42,2,0.2,184.45
ORD-1922,2024-04-27,2024-04-30,Same Day,CUS-1382,Customer_365,Consumer,East,Technology,Printer,Printer - Technology,1566.92,3,0.1,355.81
ORD-1923,2024-08-17,2024-08-24,Standard Class,CUS-1895,Customer_100,Consumer,Central,Technology,Printer,Printer - Technology,1031.67,1,0.0,335.56
ORD-1924,2023-06-15,2023-06-17,Standard Class,CUS-1939,Customer_462,Corporate,Central,Furniture,Chair,Chair - Furniture,429.21,1,0.0,87.33
ORD-1925,2022-02-15,2022-02-22,Standard Class,CUS-1885,Customer_46,Corporate,South,Technology,Keyboard,Keyboard - Technology,1263.21,2,0.15,345.96
ORD-1926,2023-06-10,2023-06-15,Standard Class,CUS-1113,Customer_389,Consumer,South,Office Supplies,Binders,Binders - Office Supplies,458.87,7,0.1,142.42
ORD-1927,2023-07-25,2023-07-28,Standard Class,CUS-1953,Customer_376,Corporate,Central,Office Supplies,Paper,Paper - Office Supplies,74.22,9,0.0,34.3
ORD-1928,2024-01-12,2024-01-18,Second Class,CUS-1520,Customer_191,Corporate,South,Technology,Monitor,Monitor - Technology,3532.62,3,0.05,509.91
ORD-1929,2024-04-25,2024-04-26,Second Class,CUS-1541,Customer_285,Consumer,South,Office Supplies,Folders,Folders - Office Supplies,307.07,4,0.1,117.55
ORD-1930,2023-10-10,2023-10-14,First Class,CUS-1848,Customer_217,Corporate,West,Technology,Mouse,Mouse - Technology,1951.53,2,0.0,616.95
ORD-1931,2023-04-25,2023-04-29,First Class,CUS-1761,Customer_87,Consumer,North,Technology,Printer,Printer - Technology,2272.49,3,0.15,350.59
ORD-1932,2023-10-16,2023-10-22,Same Day,CUS-1253,Customer_180,Consumer,North,Technology,Monitor,Monitor - Technology,741.07,3,0.1,181.34
ORD-1933,2022-02-09,2022-02-14,Same Day,CUS-1438,Customer_179,Home Office,South,Technology,Mouse,Mouse - Technology,1043.11,1,0.15,186.81
ORD-1934,2022-05-13,2022-05-20,Same Day,CUS-1292,Customer_68,Consumer,West,Technology,Monitor,Monitor - Technology,1995.42,2,0.0,524.72
ORD-1935,2023-08-21,2023-08-26,First Class,CUS-1124,Customer_113,Home Office,South,Furniture,Desk,Desk - Furniture,1246.13,3,0.0,228.69
ORD-1936,2024-09-07,2024-09-08,First Class,CUS-1491,Customer_100,Consumer,East,Office Supplies,Binders,Binders - Office Supplies,42.43,1,0.0,14.16
ORD-1937,2022-09-09,2022-09-15,Standard Class,CUS-1011,Customer_380,Home Office,Central,Technology,Monitor,Monitor - Technology,939.69,1,0.05,243.16
ORD-1938,2023-03-11,2023-03-15,Standard Class,CUS-1783,Customer_319,Home Office,East,Furniture,Bookshelf,Bookshelf - Furniture,242.6,1,0.0,41.6
ORD-1939,2024-04-23,2024-04-28,Same Day,CUS-1368,Customer_121,Consumer,East,Technology,Printer,Printer - Technology,208.85,2,0.0,41.8
ORD-1940,2023-12-20,2023-12-22,Same Day,CUS-1717,Customer_145,Consumer,East,Furniture,Chair,Chair - Furniture,448.69,1,0.05,60.95
ORD-1941,2024-09-19,2024-09-20,Standard Class,CUS-1562,Customer_476,Corporate,North,Technology,Keyboard,Keyboard - Technology,189.41,2,0.1,34.86
ORD-1942,2024-12-27,2024-12-31,Second Class,CUS-1710,Customer_178,Consumer,North,Office Supplies,Paper,Paper - Office Supplies,327.03,4,0.0,106.29
ORD-1943,2024-08-05,2024-08-07,Same Day,CUS-1908,Customer_396,Consumer,East,Furniture,Table,Table - Furniture,1207.38,2,0.0,273.98
ORD-1944,2023-06-06,2023-06-07,Same Day,CUS-1475,Customer_356,Corporate,West,Furniture,Bookshelf,Bookshelf - Furniture,2258.64,4,0.05,381.11
ORD-1945,2024-11-15,2024-11-17,Second Class,CUS-1869,Customer_407,Corporate,West,Furniture,Table,Table - Furniture,2011.54,4,0.2,368.3
ORD-1946,2024-12-05,2024-12-12,Second Class,CUS-1446,Customer_290,Home Office,South,Office Supplies,Folders,Folders - Office Supplies,62.46,2,0.15,19.8
ORD-1947,2022-07-28,2022-07-31,First Class,CUS-1352,Customer_377,Corporate,North,Technology,Printer,Printer - Technology,2628.64,3,0.05,397.11
ORD-1948,2024-05-04,2024-05-10,First Class,CUS-1443,Customer_352,Consumer,North,Technology,Mouse,Mouse - Technology,1787.33,2,0.1,516.04
ORD-1949,2024-01-25,2024-01-30,Standard Class,CUS-1149,Customer_452,Home Office,West,Furniture,Bookshelf,Bookshelf - Furniture,415.76,1,0.15,78.51
ORD-1950,2022-04-30,2022-05-06,Second Class,CUS-1632,Customer_109,Home Office,West,Office Supplies,Binders,Binders - Office Supplies,186.8,2,0.1,64.99
ORD-1951,2024-04-07,2024-04-14,First Class,CUS-1299,Customer_403,Home Office,South,Furniture,Bookshelf,Bookshelf - Furniture,387.83,3,0.1,64.36
ORD-1952,2024-08-12,2024-08-19,Second Class,CUS-1266,Customer_138,Corporate,Central,Office Supplies,Paper,Paper - Office Supplies,88.62,1,0.2,33.93
ORD-1953,2024-05-07,2024-05-14,Same Day,CUS-1682,Customer_154,Consumer,South,Technology,Laptop,Laptop - Technology,2493.4,3,0.0,666.6
ORD-1954,2024-11-16,2024-11-18,Second Class,CUS-1445,Customer_361,Consumer,West,Furniture,Desk,Desk - Furniture,438.38,2,0.1,64.3
ORD-1955,2024-02-09,2024-02-11,Second Class,CUS-1681,Customer_47,Corporate,West,Office Supplies,Pens,Pens - Office Supplies,208.51,4,0.0,67.81
ORD-1956,2022-09-18,2022-09-19,Standard Class,CUS-1699,Customer_355,Corporate,Central,Technology,Monitor,Monitor - Technology,1567.24,2,0.1,315.55
ORD-1957,2022-04-03,2022-04-05,Standard Class,CUS-1061,Customer_491,Consumer,North,Technology,Keyboard,Keyboard - Technology,355.78,1,0.05,52.75
ORD-1958,2022-08-17,2022-08-21,First Class,CUS-1872,Customer_118,Home Office,West,Office Supplies,Folders,Folders - Office Supplies,46.51,8,0.0,15.74
ORD-1959,2023-10-28,2023-10-29,Standard Class,CUS-1739,Customer_447,Consumer,North,Furniture,Chair,Chair - Furniture,767.74,1,0.15,153.75
ORD-1960,2023-06-06,2023-06-10,Same Day,CUS-1803,Customer_398,Corporate,South,Technology,Keyboard,Keyboard - Technology,1894.27,3,0.05,585.52
ORD-1961,2023-12-19,2023-12-22,Second Class,CUS-1488,Customer_417,Home Office,West,Technology,Printer,Printer - Technology,1921.39,2,0.05,605.61
ORD-1962,2023-02-01,2023-02-04,Second Class,CUS-1195,Customer_33,Home Office,North,Office Supplies,Binders,Binders - Office Supplies,640.31,8,0.1,234.28
ORD-1963,2023-12-18,2023-12-22,Same Day,CUS-1361,Customer_259,Home Office,North,Furniture,Table,Table - Furniture,2169.64,3,0.0,456.76
ORD-1964,2024-10-23,2024-10-27,Same Day,CUS-1235,Customer_240,Home Office,West,Office Supplies,Binders,Binders - Office Supplies,386.33,6,0.0,125.67
ORD-1965,2024-05-31,2024-06-05,Second Class,CUS-1525,Customer_473,Consumer,South,Furniture,Table,Table - Furniture,827.17,2,0.0,116.04
ORD-1966,2022-10-06,2022-10-13,Second Class,CUS-1359,Customer_486,Home Office,Central,Office Supplies,Staplers,Staplers - Office Supplies,230.86,3,0.0,114.95
ORD-1967,2023-01-07,2023-01-14,First Class,CUS-1319,Customer_14,Corporate,North,Technology,Keyboard,Keyboard - Technology,101.46,1,0.0,20.9
ORD-1968,2024-12-09,2024-12-11,First Class,CUS-1317,Customer_121,Consumer,East,Technology,Printer,Printer - Technology,2154.51,2,0.05,644.87
ORD-1969,2024-12-07,2024-12-09,Same Day,CUS-1254,Customer_466,Corporate,Central,Technology,Monitor,Monitor - Technology,1540.92,2,0.1,476.8
ORD-1970,2024-04-26,2024-05-02,Second Class,CUS-1158,Customer_149,Corporate,Central,Technology,Printer,Printer - Technology,3404.83,3,0.0,691.26
ORD-1971,2024-11-16,2024-11-19,Standard Class,CUS-1394,Customer_1,Corporate,West,Technology,Mouse,Mouse - Technology,1362.18,3,0.0,299.64
ORD-1972,2024-07-09,2024-07-11,Standard Class,CUS-1004,Customer_82,Home Office,East,Technology,Keyboard,Keyboard - Technology,1012.07,3,0.1,227.51
ORD-1973,2023-08-16,2023-08-22,First Class,CUS-1069,Customer_386,Home Office,East,Office Supplies,Paper,Paper - Office Supplies,360.54,9,0.1,108.65
ORD-1974,2024-12-29,2025-01-04,Standard Class,CUS-1611,Customer_480,Home Office,Central,Office Supplies,Staplers,Staplers - Office Supplies,696.29,9,0.0,347.93
ORD-1975,2022-02-26,2022-03-03,Same Day,CUS-1840,Customer_444,Corporate,North,Furniture,Table,Table - Furniture,2026.64,3,0.0,417.09
ORD-1976,2023-11-30,2023-12-04,First Class,CUS-1763,Customer_60,Corporate,East,Furniture,Desk,Desk - Furniture,2043.53,3,0.05,250.63
ORD-1977,2023-03-10,2023-03-17,Same Day,CUS-1281,Customer_396,Home Office,West,Furniture,Bookshelf,Bookshelf - Furniture,270.09,2,0.15,25.56
ORD-1978,2024-12-02,2024-12-05,Same Day,CUS-1832,Customer_199,Consumer,West,Furniture,Table,Table - Furniture,324.93,3,0.0,60.67
ORD-1979,2024-09-12,2024-09-19,Second Class,CUS-1696,Customer_91,Corporate,Central,Office Supplies,Binders,Binders - Office Supplies,81.89,7,0.05,34.53
ORD-1980,2022-09-05,2022-09-11,Standard Class,CUS-1602,Customer_259,Corporate,North,Office Supplies,Pens,Pens - Office Supplies,205.57,4,0.0,89.91
ORD-1981,2023-12-04,2023-12-05,Second Class,CUS-1344,Customer_310,Corporate,East,Office Supplies,Paper,Paper - Office Supplies,55.81,1,0.0,22.42
ORD-1982,2024-11-09,2024-11-10,Standard Class,CUS-1838,Customer_133,Consumer,Central,Technology,Mouse,Mouse - Technology,2806.95,3,0.0,889.31
ORD-1983,2023-04-27,2023-05-04,Same Day,CUS-1388,Customer_210,Consumer,East,Technology,Printer,Printer - Technology,2301.52,3,0.05,353.99
ORD-1984,2023-03-20,2023-03-27,Second Class,CUS-1763,Customer_374,Home Office,East,Office Supplies,Pens,Pens - Office Supplies,29.99,1,0.05,12.52
ORD-1985,2024-03-26,2024-04-01,First Class,CUS-1179,Customer_377,Consumer,South,Furniture,Desk,Desk - Furniture,3117.61,4,0.1,416.61
ORD-1986,2024-02-15,2024-02-21,Same Day,CUS-1542,Customer_498,Consumer,South,Furniture,Table,Table - Furniture,732.27,2,0.15,124.16
ORD-1987,2023-07-02,2023-07-03,Second Class,CUS-1015,Customer_22,Consumer,East,Furniture,Cabinet,Cabinet - Furniture,1815.31,3,0.0,408.98
ORD-1988,2024-09-23,2024-09-29,Same Day,CUS-1174,Customer_451,Consumer,North,Technology,Monitor,Monitor - Technology,3186.87,3,0.0,545.56
ORD-1989,2023-04-21,2023-04-23,First Class,CUS-1295,Customer_356,Corporate,North,Technology,Printer,Printer - Technology,169.43,3,0.0,28.79
ORD-1990,2023-05-26,2023-05-30,Same Day,CUS-1117,Customer_405,Corporate,Central,Office Supplies,Folders,Folders - Office Supplies,302.35,5,0.0,95.19
ORD-1991,2024-09-23,2024-09-26,Second Class,CUS-1962,Customer_357,Consumer,East,Furniture,Cabinet,Cabinet - Furniture,451.22,2,0.0,47.79
ORD-1992,2024-03-22,2024-03-29,Standard Class,CUS-1993,Customer_465,Home Office,West,Office Supplies,Folders,Folders - Office Supplies,25.78,1,0.0,11.05
ORD-1993,2023-09-20,2023-09-22,Standard Class,CUS-1356,Customer_313,Corporate,North,Technology,Monitor,Monitor - Technology,1159.58,2,0.15,166.47
ORD-1994,2024-03-12,2024-03-19,First Class,CUS-1766,Customer_265,Consumer,Central,Furniture,Cabinet,Cabinet - Furniture,1178.61,3,0.05,218.49
ORD-1995,2022-10-31,2022-11-03,First Class,CUS-1085,Customer_474,Home Office,South,Technology,Keyboard,Keyboard - Technology,868.51,2,0.0,155.57
ORD-1996,2024-04-23,2024-04-26,Second Class,CUS-1425,Customer_468,Home Office,North,Office Supplies,Pens,Pens - Office Supplies,131.12,2,0.1,54.92
ORD-1997,2022-05-13,2022-05-15,First Class,CUS-1409,Customer_474,Consumer,South,Technology,Mouse,Mouse - Technology,810.42,1,0.1,110.97
ORD-1998,2023-11-11,2023-11-12,First Class,CUS-1361,Customer_146,Home Office,East,Office Supplies,Paper,Paper - Office Supplies,49.22,2,0.1,16.41
ORD-1999,2024-07-31,2024-08-01,Second Class,CUS-1972,Customer_18,Corporate,North,Furniture,Desk,Desk - Furniture,383.78,1,0.0,39.2
ORD-2000,2022-01-27,2022-02-02,Same Day,CUS-1365,Customer_286,Corporate,West,Furniture,Bookshelf,Bookshelf - Furniture,1234.59,2,0.0,172.15
ORD-2001,2023-01-13,2023-01-18,Same Day,CUS-1998,Customer_61,Consumer,North,Furniture,Desk,Desk - Furniture,464.0,1,0.1,56.03
ORD-2002,2024-07-25,2024-07-30,Same Day,CUS-1795,Customer_375,Home Office,South,Office Supplies,Paper,Paper - Office Supplies,525.26,7,0.1,165.1
ORD-2003,2024-11-16,2024-11-17,Second Class,CUS-1605,Customer_431,Corporate,Central,Furniture,Chair,Chair - Furniture,431.24,2,0.15,59.92
ORD-2004,2023-06-09,2023-06-14,Same Day,CUS-1063,Customer_101,Corporate,North,Office Supplies,Binders,Binders - Office Supplies,163.12,6,0.2,64.11
ORD-2005,2024-09-01,2024-09-03,Standard Class,CUS-1930,Customer_280,Home Office,West,Office Supplies,Folders,Folders - Office Supplies,276.7,3,0.1,114.71
ORD-2006,2022-12-10,2022-12-11,Second Class,CUS-1774,Customer_221,Home Office,South,Furniture,Desk,Desk - Furniture,1141.17,2,0.1,184.47
ORD-2007,2022-02-22,2022-02-27,Same Day,CUS-1294,Customer_451,Corporate,South,Office Supplies,Pens,Pens - Office Supplies,462.85,5,0.0,222.36
ORD-2008,2024-11-10,2024-11-11,Standard Class,CUS-1090,Customer_417,Home Office,North,Furniture,Cabinet,Cabinet - Furniture,1255.24,4,0.1,121.02
ORD-2009,2023-08-28,2023-08-31,First Class,CUS-1413,Customer_283,Consumer,North,Office Supplies,Folders,Folders - Office Supplies,256.95,6,0.05,119.51
ORD-2010,2024-12-30,2025-01-03,Second Class,CUS-1223,Customer_462,Consumer,East,Furniture,Bookshelf,Bookshelf - Furniture,457.8,4,0.2,62.02
ORD-2011,2022-06-24,2022-06-27,Second Class,CUS-1002,Customer_179,Home Office,East,Technology,Mouse,Mouse - Technology,1507.07,3,0.15,301.52
ORD-2012,2024-01-17,2024-01-18,First Class,CUS-1663,Customer_61,Home Office,Central,Office Supplies,Pens,Pens - Office Supplies,580.53,6,0.15,233.41
ORD-2013,2023-10-11,2023-10-12,Standard Class,CUS-1394,Customer_300,Corporate,Central,Furniture,Desk,Desk - Furniture,501.12,2,0.0,62.87
ORD-2014,2024-01-19,2024-01-24,Standard Class,CUS-1143,Customer_60,Corporate,Central,Furniture,Desk,Desk - Furniture,671.55,2,0.05,118.85
ORD-2015,2024-05-17,2024-05-21,Standard Class,CUS-1328,Customer_255,Corporate,South,Office Supplies,Binders,Binders - Office Supplies,274.28,6,0.1,99.24
ORD-2016,2022-05-06,2022-05-13,Standard Class,CUS-1510,Customer_383,Home Office,South,Furniture,Cabinet,Cabinet - Furniture,285.76,1,0.1,56.29
ORD-2017,2022-11-28,2022-12-03,Second Class,CUS-1829,Customer_257,Home Office,West,Furniture,Cabinet,Cabinet - Furniture,2010.58,4,0.2,220.56
ORD-2018,2022-01-09,2022-01-10,Standard Class,CUS-1694,Customer_480,Home Office,North,Technology,Laptop,Laptop - Technology,3418.8,3,0.15,560.6
ORD-2019,2022-05-14,2022-05-19,First Class,CUS-1414,Customer_210,Consumer,West,Office Supplies,Binders,Binders - Office Supplies,43.37,2,0.05,18.9
ORD-2020,2023-09-28,2023-10-03,Same Day,CUS-1915,Customer_105,Consumer,East,Office Supplies,Staplers,Staplers - Office Supplies,639.77,9,0.15,222.13
ORD-2021,2024-11-16,2024-11-17,Same Day,CUS-1315,Customer_1,Consumer,East,Technology,Laptop,Laptop - Technology,187.67,2,0.05,52.13
ORD-2022,2024-10-16,2024-10-17,Second Class,CUS-1195,Customer_281,Consumer,South,Technology,Keyboard,Keyboard - Technology,280.01,1,0.0,79.85
ORD-2023,2024-09-21,2024-09-28,First Class,CUS-1538,Customer_128,Corporate,Central,Office Supplies,Paper,Paper - Office Supplies,141.71,9,0.15,42.2
ORD-2024,2022-04-16,2022-04-21,Second Class,CUS-1980,Customer_382,Home Office,East,Office Supplies,Staplers,Staplers - Office Supplies,124.38,4,0.1,49.74
ORD-2025,2022-09-03,2022-09-10,Second Class,CUS-1102,Customer_284,Home Office,South,Office Supplies,Folders,Folders - Office Supplies,704.32,9,0.1,242.06
ORD-2026,2023-06-01,2023-06-03,Standard Class,CUS-1335,Customer_51,Corporate,South,Furniture,Bookshelf,Bookshelf - Furniture,652.47,1,0.0,76.83
ORD-2027,2022-06-23,2022-06-27,Standard Class,CUS-1731,Customer_71,Consumer,South,Furniture,Bookshelf,Bookshelf - Furniture,159.31,1,0.1,14.48
ORD-2028,2024-08-26,2024-09-01,Second Class,CUS-1638,Customer_365,Home Office,South,Furniture,Bookshelf,Bookshelf - Furniture,2294.13,3,0.15,336.37
ORD-2029,2024-08-23,2024-08-28,Second Class,CUS-1519,Customer_231,Consumer,East,Technology,Laptop,Laptop - Technology,1693.84,2,0.0,399.01
ORD-2030,2023-02-01,2023-02-04,Second Class,CUS-1731,Customer_442,Home Office,East,Furniture,Desk,Desk - Furniture,881.2,4,0.0,153.72
ORD-2031,2022-12-10,2022-12-12,First Class,CUS-1473,Customer_31,Corporate,West,Furniture,Chair,Chair - Furniture,1510.6,2,0.0,303.64
ORD-2032,2024-06-02,2024-06-09,Same Day,CUS-1076,Customer_442,Corporate,South,Office Supplies,Folders,Folders - Office Supplies,162.33,2,0.1,67.03
ORD-2033,2024-01-03,2024-01-04,Standard Class,CUS-1121,Customer_185,Consumer,East,Furniture,Cabinet,Cabinet - Furniture,1560.06,4,0.05,239.63
ORD-2034,2022-02-01,2022-02-07,Same Day,CUS-1455,Customer_467,Corporate,East,Office Supplies,Paper,Paper - Office Supplies,160.63,4,0.0,52.29
ORD-2035,2023-11-01,2023-11-02,Same Day,CUS-1112,Customer_168,Consumer,South,Furniture,Desk,Desk - Furniture,2206.13,3,0.0,400.38
ORD-2036,2024-05-14,2024-05-19,Same Day,CUS-1619,Customer_161,Home Office,North,Technology,Mouse,Mouse - Technology,2398.86,2,0.15,670.21
ORD-2037,2022-06-10,2022-06-17,Standard Class,CUS-1907,Customer_349,Corporate,West,Furniture,Cabinet,Cabinet - Furniture,157.91,1,0.15,27.06
ORD-2038,2022-09-26,2022-09-30,Second Class,CUS-1046,Customer_282,Corporate,South,Office Supplies,Folders,Folders - Office Supplies,93.63,2,0.05,38.65
ORD-2039,2024-05-01,2024-05-03,First Class,CUS-1922,Customer_134,Consumer,West,Office Supplies,Paper,Paper - Office Supplies,401.07,5,0.2,146.74
ORD-2040,2024-12-25,2024-12-31,Second Class,CUS-1058,Customer_386,Home Office,West,Technology,Printer,Printer - Technology,399.29,1,0.0,105.24
